obsno,grid_code,x_wgs84,y_wgs84,ldi,loss_intensity,miombo_extent,MAT,MAP,soil,access,sciname,P1,P2,P3,P4,P5,ba_P1,ba_P2,ba_P3,ba_P4,ba_P5
2012,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Pseudolachnostylis maprouneifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2013,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Pseudolachnostylis maprouneifolia,0,0,0,NA,NA,0,0,0,NA,NA
2014,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Pseudolachnostylis maprouneifolia,0,0,1,0,NA,0,0,132.7,0,NA
2015,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Pseudolachnostylis maprouneifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2016,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Pseudolachnostylis maprouneifolia,0,0,0,0,NA,0,0,0,0,NA
2017,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Pseudolachnostylis maprouneifolia,0,3,NA,NA,NA,0,2946.3,NA,NA,NA
2018,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Pseudolachnostylis maprouneifolia,0,6,NA,NA,NA,0,168.2,NA,NA,NA
2019,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Pseudolachnostylis maprouneifolia,0,3,NA,NA,NA,0,1438.4,NA,NA,NA
2020,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Pseudolachnostylis maprouneifolia,3,2,NA,NA,NA,779.9,677.9,NA,NA,NA
2021,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Pseudolachnostylis maprouneifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2022,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Pseudolachnostylis maprouneifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2023,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Pseudolachnostylis maprouneifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2024,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Pseudolachnostylis maprouneifolia,1,0,NA,NA,NA,56.7,0,NA,NA,NA
2025,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Pseudolachnostylis maprouneifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2026,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Pseudolachnostylis maprouneifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2027,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Pseudolachnostylis maprouneifolia,2,0,0,2,0,1044.8,0,0,570.7,0
2028,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Pseudolachnostylis maprouneifolia,0,0,1,0,2,0,0,113.1,0,512.8
2029,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Psorospermum febrifugum,0,0,0,NA,NA,0,0,0,NA,NA
2030,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Psorospermum febrifugum,0,0,0,0,0,0,0,0,0,0
2031,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2032,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2033,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Psorospermum febrifugum,0,0,0,0,NA,0,0,0,0,NA
2034,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2035,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Psorospermum febrifugum,0,0,0,0,NA,0,0,0,0,NA
2036,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2037,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2038,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2039,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Psorospermum febrifugum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2040,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2041,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2042,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Psorospermum febrifugum,0,0,0,NA,NA,0,0,0,NA,NA
2043,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Psorospermum febrifugum,0,3,NA,NA,NA,0,155.5,NA,NA,NA
2044,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2045,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2046,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2047,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2048,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Psorospermum febrifugum,0,0,0,NA,NA,0,0,0,NA,NA
2049,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2050,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2051,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2052,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Psorospermum febrifugum,0,0,0,NA,NA,0,0,0,NA,NA
2053,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Psorospermum febrifugum,0,0,0,0,NA,0,0,0,0,NA
2054,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2055,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Psorospermum febrifugum,0,0,0,0,NA,0,0,0,0,NA
2056,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2057,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2058,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2059,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2060,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Psorospermum febrifugum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2061,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2062,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2063,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2064,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Psorospermum febrifugum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2065,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Psorospermum febrifugum,0,0,NA,NA,NA,0,0,NA,NA,NA
2066,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Psorospermum febrifugum,0,0,0,0,0,0,0,0,0,0
2067,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Psorospermum febrifugum,0,0,0,0,0,0,0,0,0,0
2068,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Pteleopsis myrtifolia,0,0,0,NA,NA,0,0,0,NA,NA
2069,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Pteleopsis myrtifolia,0,0,0,0,0,0,0,0,0,0
2070,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2071,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2072,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Pteleopsis myrtifolia,0,0,2,0,NA,0,0,493.2,0,NA
2073,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2074,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Pteleopsis myrtifolia,0,0,0,0,NA,0,0,0,0,NA
2075,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2076,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2077,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2078,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Pteleopsis myrtifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2079,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2080,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2081,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Pteleopsis myrtifolia,0,0,0,NA,NA,0,0,0,NA,NA
2082,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2083,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2084,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2085,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2086,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2087,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Pteleopsis myrtifolia,0,0,2,NA,NA,0,0,161.8,NA,NA
2088,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2089,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2090,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2091,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Pteleopsis myrtifolia,0,0,0,NA,NA,0,0,0,NA,NA
2092,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Pteleopsis myrtifolia,0,0,0,3,NA,0,0,0,78.8,NA
2093,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2094,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Pteleopsis myrtifolia,0,0,0,0,NA,0,0,0,0,NA
2095,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2096,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2097,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2098,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2099,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Pteleopsis myrtifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2100,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2101,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2102,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2103,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Pteleopsis myrtifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2104,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Pteleopsis myrtifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
2105,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Pteleopsis myrtifolia,0,0,0,0,0,0,0,0,0,0
2106,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Pteleopsis myrtifolia,0,0,0,0,0,0,0,0,0,0
2107,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Pterocarpus angolensis,0,2,0,NA,NA,0,659.8,0,NA,NA
2108,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Pterocarpus angolensis,0,0,1,0,0,0,0,113.1,0,0
2109,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Pterocarpus angolensis,1,3,NA,NA,NA,39.6,2721.4,NA,NA,NA
2110,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Pterocarpus angolensis,1,2,NA,NA,NA,2419.2,1791.7,NA,NA,NA
2111,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Pterocarpus angolensis,1,0,0,0,NA,1046.3,0,0,0,NA
2112,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2113,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Pterocarpus angolensis,0,1,0,0,NA,0,93.3,0,0,NA
2114,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2115,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2116,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2117,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Pterocarpus angolensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2118,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Pterocarpus angolensis,2,0,NA,NA,NA,60.6,0,NA,NA,NA
2119,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Pterocarpus angolensis,0,8,NA,NA,NA,0,561.9,NA,NA,NA
2120,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Pterocarpus angolensis,0,0,0,NA,NA,0,0,0,NA,NA
2121,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Pterocarpus angolensis,4,2,NA,NA,NA,557.5,1057.5,NA,NA,NA
2122,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2123,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Pterocarpus angolensis,4,0,NA,NA,NA,152.6,0,NA,NA,NA
2124,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2125,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Pterocarpus angolensis,5,1,NA,NA,NA,314.5,208.7,NA,NA,NA
2126,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Pterocarpus angolensis,0,0,0,NA,NA,0,0,0,NA,NA
2127,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2128,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2129,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2130,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Pterocarpus angolensis,3,0,0,NA,NA,384.8,0,0,NA,NA
2131,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Pterocarpus angolensis,2,1,0,0,NA,5089.4,63.6,0,0,NA
2132,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2133,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Pterocarpus angolensis,0,0,0,0,NA,0,0,0,0,NA
2134,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Pterocarpus angolensis,2,0,NA,NA,NA,1151.2,0,NA,NA,NA
2135,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Pterocarpus angolensis,0,2,NA,NA,NA,0,616.8,NA,NA,NA
2136,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Pterocarpus angolensis,1,0,NA,NA,NA,86.6,0,NA,NA,NA
2137,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Pterocarpus angolensis,0,1,NA,NA,NA,0,50.3,NA,NA,NA
2138,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Pterocarpus angolensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2139,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2140,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2141,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2142,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Pterocarpus angolensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2143,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Pterocarpus angolensis,0,0,NA,NA,NA,0,0,NA,NA,NA
2144,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Pterocarpus angolensis,0,3,0,0,0,0,1177.1,0,0,0
2145,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Pterocarpus angolensis,0,0,0,0,0,0,0,0,0,0
2146,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Pterocarpus rotundifolius,0,0,0,NA,NA,0,0,0,NA,NA
2147,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Pterocarpus rotundifolius,0,0,0,0,0,0,0,0,0,0
2148,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2149,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2150,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Pterocarpus rotundifolius,0,0,0,0,NA,0,0,0,0,NA
2151,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2152,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Pterocarpus rotundifolius,0,0,0,0,NA,0,0,0,0,NA
2153,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2154,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2155,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2156,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Pterocarpus rotundifolius,0,NA,NA,NA,NA,0,NA,NA,NA,NA
2157,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2158,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2159,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Pterocarpus rotundifolius,0,0,0,NA,NA,0,0,0,NA,NA
2160,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2161,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2162,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2163,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2164,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2165,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Pterocarpus rotundifolius,0,0,0,NA,NA,0,0,0,NA,NA
2166,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
2167,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Pterocarpus rotundifolius,0,0,NA,NA,NA,0,0,NA,NA,NA
